	N1	N2	N3	N4	N_Unx1	N_Unx2	N_Unx3	N_Unx4	N_P1x1	N_P1x2	N_P1x3	N_P1x4
AGAP011456	2038	1096	1211	1090	858	1021	834	916	961	1210	1072	1150
AGAP010784	3010	3206	1826	1528	1224	1569	969	1210	734	979	939	871
AGAP005472	803	403	471	233	1190	1536	1609	1279	799	1266	766	1283
AGAP000305	18743	9679	12479	10440	4391	4822	3482	5165	5502	4154	4952	5398
AGAP002848	8057	3786	6109	3902	3392	3677	3472	3450	3990	4583	3952	6370
AGAP005279	4409	3292	3248	3107	4486	5741	4691	5243	2988	4344	3265	4337
AGAP029213	85	38	34	29	95	148	157	87	23	79	37	68
AGAP013146	26123	12381	14493	15824	28870	22410	17827	19054	11906	20221	15861	17960
AGAP029327	1177	532	711	667	392	363	285	267	382	441	447	482
AGAP004103	3046	2285	1683	1349	1789	2293	1523	1921	964	1298	1343	1351
AGAP010198	4208	2787	3137	2639	1595	1410	1545	1427	1769	2026	1994	2393
AGAP006237	568	300	340	337	199	190	172	186	127	218	224	226
AGAP012613	5976	3882	3231	2972	969	1210	1138	1307	1385	1273	1316	1417
AGAP007660	515	357	324	271	505	529	352	465	262	368	316	401
AGAP011705	2719	1776	1803	1809	4432	4584	3726	4259	2964	3693	3546	3984
AGAP010010	24348	12601	15631	11667	3892	4031	2913	3275	6567	5543	5605	6279
AGAP009992	1559	1078	1047	954	860	832	632	593	762	957	1019	1091
AGAP012208	425	198	333	243	210	193	209	155	211	237	211	232
AGAP008540	1582	920	1142	1013	960	815	712	774	914	1185	1002	1093
AGAP000294	200	145	140	67	896	999	1405	994	279	581	507	451
AGAP006207	42	6	9	13	36	21	28	12	49	39	29	44
AGAP011801	1570	1074	1067	1054	1059	915	860	999	605	1114	947	1142
AGAP007720	1482	998	815	769	1231	1187	926	904	648	793	744	927
AGAP029376	541	188	418	322	213	207	197	180	273	315	214	251
AGAP008616	371	174	215	183	141	145	207	93	177	259	266	293
AGAP006853	27	10	9	8	4	1	9	5	0	0	0	0
AGAP000179	12283	9847	7732	7857	6485	6792	6206	10115	5179	4515	5578	8311
AGAP010057	3246	2242	2138	1716	475	854	413	564	937	839	1014	1042
AGAP003300	4348	2290	2919	2534	2147	2702	1880	1932	2969	2806	2963	3303
AGAP005675	2114	2056	1362	1242	524	839	585	722	677	736	691	781
AGAP012738	0	0	0	0	0	0	0	0	0	0	0	0
AGAP009162	68	34	9	19	13	32	15	28	4	20	11	3
AGAP008671	434	166	199	246	169	170	127	111	215	114	217	147
AGAP010287	57	40	57	34	6	22	17	11	22	12	18	18
AGAP029868	1769	820	1290	1110	1146	1332	914	945	1050	1570	1370	1565
AGAP010018	723	201	432	352	41	125	103	59	212	192	205	318
AGAP001476	13148	9188	8379	7741	8540	10469	6119	8071	11151	11160	10656	14130
AGAP003483	2958	1721	1888	1967	4435	4506	2591	3593	1592	1962	2071	1787
AGAP003366	917	494	640	531	1518	2060	2058	1586	823	1295	935	1418
AGAP006756	2090	1369	1419	1579	1716	2259	2147	2001	1153	1867	1084	1619
AGAP028693	167713	92137	109631	96456	54715	57633	37321	53456	70299	69096	67405	77664
AGAP011472	7731	4097	5674	5374	2812	2863	2270	2468	4317	3809	3823	3915
AGAP007442	40	12	13	7	18	38	41	17	8	26	11	6
AGAP003904	1376	1190	1206	898	730	560	862	677	348	372	414	442
AGAP010850	158	79	103	72	112	102	62	157	98	98	95	75
AGAP007987	245	173	203	150	373	508	583	563	249	410	329	344
AGAP008265	8981	5514	6416	5993	2606	3203	2625	2530	3577	3753	4196	3986
AGAP001980	1314	936	1027	925	1292	1982	1218	1260	1194	1491	1561	1699
AGAP012808	21	15	11	10	20	26	27	9	4	11	17	22
AGAP029825	14	6	2	6	20	6	5	6	0	5	13	10
AGAP000078	764	464	621	499	591	692	639	551	380	586	521	579
AGAP011992	66	60	43	17	60	184	126	67	357	66	48	45
AGAP013268	114	75	43	50	83	118	106	73	94	142	123	113
AGAP000814	732	483	533	516	636	625	517	568	675	714	626	707
AGAP029465	648	699	421	333	892	973	1112	981	578	736	594	700
AGAP006549	42	20	11	16	103	70	54	72	17	33	24	30
AGAP008704	2689	1547	1557	1755	3962	5282	2152	3162	1583	2102	1929	1699
AGAP001883	807	519	620	612	1308	1482	1470	1267	602	1167	1011	1107
AGAP002172	94	53	59	45	71	87	94	85	57	66	49	74
AGAP010714	3135	2366	2168	1886	1513	1739	1299	1427	1234	1760	1908	1965
AGAP028190	88	24	35	28	163	198	388	199	61	60	86	73
AGAP013218	10140	5727	5913	5855	4706	4654	3212	4035	3159	4231	4042	3975
AGAP001734	6380	4189	5160	3735	2978	3191	2696	2887	3193	3753	3401	3985
AGAP008829	204	71	96	130	134	142	60	104	181	210	206	302
AGAP004290	17	31	16	25	9	14	10	8	13	16	10	13
AGAP013046	93	31	18	31	38	76	79	47	7	26	16	31
AGAP011795	316	145	320	190	239	291	185	156	222	443	347	501
AGAP009154	2882	1616	1936	1794	1338	1684	1179	1303	976	1356	1495	1479
AGAP010680	996	544	590	559	597	776	523	589	614	852	688	841
AGAP005762	544	318	334	256	899	889	684	785	668	848	709	833
AGAP002440	4188	2723	2934	2748	2852	3556	2822	2563	2730	3330	3115	3264
AGAP008878	2911	3026	1893	1603	1569	1145	669	1140	823	1089	1050	1100
AGAP006696	849	311	587	700	288	224	221	170	547	619	552	694
AGAP000579	264	242	203	176	872	824	837	632	325	665	303	676
AGAP005555	739	415	422	476	728	864	792	686	471	589	739	746
AGAP029488	5358	6676	4179	4167	7266	9222	9205	9751	5219	7839	5981	7799
AGAP010470	54	5	20	16	2	9	8	20	4	10	3	6
AGAP004933	5686	2948	4288	3596	2436	3232	2344	2355	3242	3353	3638	4098
AGAP029068	7	2	0	1	0	2	1	0	0	0	1	1
AGAP029153	36	15	18	13	30	61	23	46	19	25	37	39
AGAP003251	29497	12326	19193	14399	3027	3448	1944	2999	5756	3671	5054	4767
AGAP005669	21	8	0	10	6	0	2	0	0	0	0	0
AGAP010438	689	457	354	344	527	587	442	488	453	585	500	617
AGAP000498	1281	854	764	677	734	857	784	756	700	851	865	986
AGAP012714	92	54	49	39	63	68	26	85	47	81	25	31
AGAP009599	599	367	267	292	247	291	256	271	84	142	129	118
AGAP010431	5380	3637	3122	3182	5901	5815	4684	4802	3779	4807	4367	4443
AGAP010490	7354	4865	5370	4049	16506	20559	20342	17355	10200	16364	11533	15941
AGAP001025	2410	2008	1810	2064	1911	2620	2125	2144	962	1415	1102	1615
AGAP013291	2649	1481	1660	1464	965	1053	818	904	1222	1208	1081	1345
AGAP000390	585	472	301	297	864	1326	1611	951	746	822	544	798
AGAP011015	0	0	0	0	5	5	4	11	8	7	5	12
AGAP000132	2591	1356	1675	1380	1520	1390	1045	1171	1613	1800	2011	1876
AGAP007077	222	214	147	108	190	139	114	175	135	114	108	143
AGAP006946	5705	3593	3668	3225	1666	1881	1445	1580	2950	2714	2527	3070
AGAP000045	243	118	127	113	328	611	705	558	135	253	162	324
AGAP012101	895	566	645	664	573	716	540	535	746	925	848	873
AGAP028453	299	297	222	207	151	252	170	173	254	207	178	222
AGAP013260	47939	27875	34779	28334	3123	2965	2154	2534	7767	4746	5077	5603
AGAP002972	540	413	354	328	568	734	704	646	253	479	366	352
AGAP029195	9965	4865	5759	5039	6477	5894	2963	6005	2435	3275	3161	4736
AGAP012327	25	8	16	7	33	16	34	32	9	24	17	20
AGAP029981	1172	1459	1140	869	1589	1219	837	1707	637	721	625	923
AGAP029645	1153	583	865	856	437	577	507	467	448	624	660	646
AGAP012452	2033	1230	984	1001	2117	2524	1850	1552	1467	2030	1361	1567
AGAP000260	57295	36806	35092	29080	25015	28856	19156	24477	16841	21017	16104	19772
AGAP009011	68	23	18	14	13	16	20	11	4	11	17	9
AGAP003108	1065	811	607	619	1065	1458	1435	1172	550	931	721	823
AGAP004377	743	486	609	489	386	414	327	356	364	473	429	507
AGAP003390	77	36	5	16	17	23	44	20	0	15	10	9
AGAP009662	1055	866	866	671	1080	1345	1462	1629	1017	1822	1087	1741
AGAP011913	27	9	20	17	37	44	12	24	65	31	43	44
AGAP007670	3376	1878	2404	2042	1659	1740	1402	1096	2405	2345	2106	2808
AGAP002671	2813	1443	1971	1695	1858	2053	1864	1792	1310	1931	1866	1928
AGAP006501	108	81	85	69	131	157	92	216	29	101	82	76
AGAP007075	458	333	362	196	503	652	354	459	548	790	775	577
AGAP009259	2322	1408	1416	1210	929	904	800	759	777	883	872	1120
AGAP029533	4228	2954	3135	2717	3144	3161	2512	2747	3241	3493	2969	4285
AGAP013535	273	57	187	140	241	365	335	222	151	254	165	305
AGAP029099	33	3	8	0	4	3	9	6	1	4	2	2
AGAP003869	17118	10111	11559	9711	7673	8411	6851	7028	7494	9526	8064	9971
AGAP002527	887	554	704	516	1718	2129	1937	1683	1253	1840	1603	1987
AGAP004951	20	13	10	24	12	4	11	17	0	7	4	20
AGAP013199	107	40	27	37	82	115	108	56	36	55	38	52
AGAP002018	1676	1137	1154	1044	1032	1118	783	838	849	1272	1096	1216
AGAP006358	657	374	361	276	588	660	613	637	677	999	977	1193
AGAP009451	2858	1811	1958	1935	365	526	450	344	308	364	303	399
AGAP003459	4378	2154	3089	2409	1700	1992	1668	1696	1747	2302	1912	2553
AGAP000924	917	619	651	687	731	849	735	617	655	949	922	948
AGAP008434	38	5	19	8	8	20	32	24	0	7	2	9
AGAP010359	272	207	193	114	145	156	122	164	53	149	139	134
AGAP007023	8778	4783	6163	5291	10462	12034	10256	11262	7346	9000	8200	9654
AGAP012723	5	1	1	1	1	5	3	0	1	1	0	0
AGAP002469	2464	1929	1998	2067	2383	2913	2948	2541	1469	2706	2380	2687
AGAP029576	539	353	306	306	1144	1400	1255	1136	442	787	654	635
AGAP000424	177	105	99	83	136	236	184	167	65	172	240	165
AGAP013721	52	31	27	22	29	105	76	94	34	45	33	37
AGAP002336	736	535	580	461	1586	1959	2180	1699	1395	1944	1091	1647
AGAP005935	4401	2598	2582	2395	1350	1543	1018	1004	1858	1779	1979	1912
AGAP010617	39	9	17	13	34	4	19	6	2	30	25	11
AGAP004181	442	472	240	220	343	355	514	428	199	399	328	431
AGAP028021	31	15	13	4	8	3	1	14	0	6	0	2
AGAP003687	23466	17846	17844	15126	18739	15926	13744	18731	12515	14834	14251	17373
AGAP008507	31	13	29	16	27	56	45	49	40	36	25	59
AGAP008821	17126	12968	11474	10335	13689	15298	11941	13458	7979	11446	10555	10549
AGAP005529	20677	12711	14252	13044	8935	9592	8006	8054	7900	8536	7574	9008
AGAP029169	189	53	73	71	213	264	169	286	97	212	155	151
AGAP006712	531	248	342	172	147	126	129	133	240	178	193	168
AGAP008602	1982	1207	947	1159	1026	1113	977	1097	940	1148	1079	1282
AGAP029272	26	28	45	39	13	10	83	7	98	31	127	71
AGAP005608	2429	1807	2014	1498	1547	1723	1613	1430	1946	1717	1744	1760
AGAP008641	1430	1108	813	744	461	522	392	379	648	638	652	706
AGAP006099	81375	61812	59854	57654	102972	126890	112699	129377	53432	91649	73961	81644
AGAP001401	2311	1338	1462	1273	985	1165	758	854	1182	1382	1313	1434
AGAP013259	101	51	51	27	22	64	66	37	16	35	45	57
AGAP029059	33	9	3	4	6	22	20	19	12	5	8	3
AGAP013302	3234	1670	2087	1427	1473	1389	990	985	1346	1603	1566	1564
AGAP005660	191	72	95	86	81	136	141	119	76	138	113	135
AGAP006386	1852	1702	1699	1673	1151	1309	1082	1337	914	869	785	1077
AGAP006015	973	692	586	604	783	909	673	682	375	700	701	720
